miRNA	DSC_27_23_EKB_20250506_1	DSC_27_23_EKB_20250506_2	DSC_28_23_EKB_20250502_1	DSC_28_23_EKB_20250502_2	DSC_29_23_EKB_20250502_1	DSC_29_23_EKB_20250502_2	DSC_30_23_EKB_20250506_1	DSC_30_23_EKB_20250506_2	DSC_31_23_EKB_20250506_1	DSC_31_23_EKB_20250506_2	DSC_32_23_EKB_20250507_1	DSC_32_23_EKB_20250507_2	Melanocytes_27_23_EKB_20250502_1	Melanocytes_27_23_EKB_20250502_2	Melanocytes_29_23_EKB_20250506_1	Melanocytes_29_23_EKB_20250506_2	Melanocytes_30_23_EKB_20250502_1	Melanocytes_30_23_EKB_20250502_2	Melanocytes_31_23_EKB_20250507_1	Melanocytes_31_23_EKB_20250507_2	Melanocytes_32_23_EKB_20250507_1	Melanocytes_32_23_EKB_20250507_2
hsa-miR-3910	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	5	2	0	0
hsa-miR-4709-5p	0	0	0	0	0	0	0	1	1	0	1	2	0	4	1	0	0	0	1	0	0	0
hsa-miR-513b-5p	350	436	672	437	1773	774	1259	1109	1800	1478	1013	1293	499	1252	1274	1226	459	538	1533	913	1788	1970
hsa-miR-4761-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-5p	0	1	3	6	4	7	3	8	6	6	7	3	3	0	1	0	1	0	5	1	0	0
hsa-miR-665	574	831	1755	1415	1569	1310	1607	1474	1126	1143	1119	1049	0	1	0	7	2	11	12	2	10	4
hsa-miR-10523-5p	1	0	0	0	0	0	0	1	0	1	0	1	1	1	3	0	3	1	4	1	2	0
hsa-miR-300	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	2	0	0	1	1	0	0
hsa-miR-125b-2-3p	186	325	537	421	239	214	614	531	204	247	211	240	36	89	104	235	107	155	190	139	223	261
hsa-miR-6779-3p	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0
hsa-miR-2276-3p	0	1	9	6	2	5	12	5	8	9	1	6	5	4	0	5	3	8	6	12	7	8
hsa-miR-3611	15	19	53	35	47	21	70	46	48	48	33	34	24	42	44	38	52	38	41	19	43	57
hsa-miR-4801	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	1	1	5	0	1
hsa-miR-196a-3p	5	0	6	4	3	2	5	5	3	0	6	4	9	0	3	2	1	0	0	1	0	0
hsa-miR-5699-5p	20	14	44	32	48	34	33	38	75	34	36	35	25	75	35	47	8	40	44	20	92	138
hsa-miR-151a-3p	3884	5672	11830	7909	12257	8163	10664	8597	18553	17804	9058	10674	2155	4862	4636	5199	2601	3203	7476	4207	10158	10408
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3161	0	0	3	0	0	0	12	1	2	1	0	0	0	0	0	0	9	3	3	2	0	1
hsa-miR-6809-5p	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	3	0	3	0	3	2
hsa-miR-4261	1	0	3	0	5	1	0	7	4	6	4	6	29	90	51	56	38	23	16	21	1	1
hsa-miR-539-3p	43	29	57	43	62	47	69	89	69	21	34	54	0	0	0	0	0	0	2	0	0	0
hsa-miR-487a-3p	686	831	1769	1280	2390	1334	1920	1548	1621	1262	1066	1534	0	2	14	2	0	1	2	0	7	3
hsa-miR-4753-5p	1	0	1	0	0	1	0	2	1	3	1	0	0	0	0	4	1	0	0	0	0	3
hsa-miR-624-3p	4	3	13	9	10	14	2	8	16	4	10	10	2	5	5	22	10	11	18	6	13	21
hsa-miR-30c-2-3p	98	140	169	144	141	82	164	174	150	164	80	110	26	63	64	66	30	42	95	45	142	133
hsa-miR-5580-3p	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1
hsa-miR-21-3p	684	986	2045	1178	1169	857	1800	1505	2073	1402	806	1139	106	295	158	232	98	125	336	134	396	423
hsa-miR-532-3p	625	447	504	398	1098	475	574	338	977	630	538	462	390	576	541	578	174	234	922	583	1339	883
hsa-miR-500a-3p	774	1206	2625	2092	2435	1855	2185	1849	3607	3311	2126	2609	1735	4203	2432	3774	1485	2146	9248	5844	6495	7249
hsa-miR-1298-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
hsa-miR-5689	0	2	1	1	1	1	4	3	9	1	8	1	0	1	1	6	3	7	17	1	1	1
hsa-miR-649	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	3	12	0	0	1
hsa-miR-490-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1912-3p	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	6	0	3	0
hsa-miR-500b-3p	11	15	45	54	22	21	36	34	53	45	16	25	15	73	51	110	55	55	88	81	115	90
hsa-miR-6836-3p	15	19	10	10	40	29	11	11	61	44	24	25	1	5	6	2	3	3	4	12	0	5
hsa-miR-6861-3p	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-660-3p	77	108	171	150	265	167	183	146	248	226	114	143	48	112	148	127	61	85	158	82	269	277
hsa-miR-383-5p	0	0	0	2	0	0	0	0	2	0	0	5	0	0	0	1	0	0	0	1	0	0
hsa-miR-4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-199a-3p	7344	10774	23528	15727	53163	28662	13656	11533	84404	79543	38702	48306	252	894	586	668	406	430	743	365	1125	1232
hsa-miR-214-3p	10	14	70	65	1728	1047	41	31	1121	1361	439	601	0	3	11	10	0	3	3	0	3	0
hsa-miR-8485	29	6	16	12	22	6	9	13	17	22	18	5	6	11	9	4	2	5	7	5	6	3
hsa-miR-891a-5p	0	0	1	0	4	5	0	0	5	3	1	1	3	9	0	7	1	0	13	6	8	11
hsa-miR-4499	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-3976	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	1	3	1	2	0
hsa-miR-4800-5p	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	1	0
hsa-miR-6076	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-12124	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	2	5	0	4	0
hsa-miR-6847-5p	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	2	0	3	0	1	0
hsa-miR-3126-5p	0	0	0	0	2	2	1	1	3	6	2	4	7	2	2	2	8	11	10	5	13	10
hsa-miR-4667-5p	0	4	2	6	2	3	1	1	5	8	4	3	9	0	0	6	5	0	12	2	0	2
hsa-miR-1910-3p	0	1	2	2	5	4	0	1	6	4	5	2	12	15	15	9	6	3	9	2	15	17
hsa-miR-27a-3p	126518	179752	489655	343960	496906	348019	360347	291852	672033	666753	356988	423358	31564	61347	40500	55328	34553	42904	136420	66679	106101	103493
hsa-miR-27b-3p	75038	109295	305692	203571	426733	275962	235410	196137	589733	650037	287756	380414	3692	8023	6950	9242	5137	6746	13387	7463	29043	26242
hsa-miR-5586-3p	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-5p	0	0	0	0	1	0	4	0	1	1	0	1	0	4	1	3	1	5	11	1	0	0
hsa-miR-342-3p	450	511	2397	1759	2556	1781	1234	1068	3823	2861	1834	2314	445	1124	1309	1895	1128	1848	1989	1980	3247	3959
hsa-miR-1324	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4269	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6510-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-1253	0	3	0	0	0	0	0	0	2	0	2	1	0	0	1	5	3	4	7	2	1	0
hsa-miR-3123	45	59	67	189	99	73	59	133	252	288	159	119	99	283	147	335	342	386	352	407	299	106
hsa-miR-1199-5p	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-1273c	3	6	4	1	0	1	1	2	5	9	4	0	2	4	3	5	0	15	14	6	9	2
hsa-miR-3169	0	0	3	0	0	0	0	0	1	2	0	0	0	4	0	3	5	1	8	0	1	0
hsa-miR-1185-2-3p	25	29	53	36	104	45	52	62	48	56	35	40	0	0	0	0	0	2	0	0	0	0
hsa-miR-4458	7	17	53	30	35	59	47	22	25	26	13	29	10	42	3	9	16	5	34	7	6	0
hsa-miR-10399-5p	4	9	31	17	12	3	21	16	3	10	14	11	16	70	36	49	17	17	117	46	48	62
hsa-miR-4645-3p	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0
hsa-miR-4295	0	1	0	0	0	0	0	0	0	2	1	0	0	3	0	1	1	0	4	0	0	0
hsa-miR-6744-5p	0	0	3	3	1	1	0	2	1	2	2	2	0	0	0	0	0	0	1	0	0	0
hsa-miR-199a-5p	15	20	60	24	1232	398	27	13	947	488	269	301	0	6	2	5	1	1	4	0	3	0
hsa-miR-6129	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1285-5p	15	9	13	14	25	8	8	20	16	25	12	16	6	15	10	13	6	23	53	11	22	7
hsa-miR-101-3p	391	300	485	277	825	559	573	477	1592	1074	522	667	123	373	219	408	165	163	434	189	344	549
hsa-let-7g-3p	12	7	16	8	24	3	4	5	35	18	25	22	7	10	3	3	4	1	27	6	8	5
hsa-miR-4318	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-455-3p	15419	23804	42864	36410	58709	33588	54329	42105	74304	86897	38133	47114	3396	7440	10489	13126	4306	6763	11410	7682	21092	20354
hsa-miR-148b-3p	2399	2668	6448	4176	7769	3793	5053	5104	9614	8212	4342	5391	915	2939	2352	3273	2783	3417	3478	2127	4137	6250
hsa-miR-449a	14	14	51	25	44	27	32	33	44	36	39	42	0	1	2	0	0	1	8	0	2	2
hsa-miR-6512-5p	0	0	0	3	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-223-3p	0	0	3	0	0	0	0	4	0	2	0	0	1	3	0	1	0	1	1	3	0	0
hsa-miR-6127	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	1
hsa-miR-574-3p	7294	5257	7581	5873	11741	5739	8667	5938	13972	12887	6038	6914	475	1058	943	997	465	527	2018	1435	2097	2015
hsa-miR-4802-3p	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	1	0	2	0	0	3	6
hsa-miR-302d-5p	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-376c-3p	24384	27304	69212	49377	68578	48806	65540	59436	81152	66639	45431	58409	0	3	81	125	57	46	37	3	88	109
hsa-miR-188-3p	32	24	34	24	42	31	29	22	62	37	26	27	11	40	21	39	17	23	38	24	66	45
hsa-miR-4531	0	1	2	1	9	1	2	2	2	5	4	5	2	4	0	0	0	7	4	6	3	3
hsa-miR-3661	2	4	1	4	1	0	1	5	2	0	4	1	0	7	0	1	0	0	7	3	4	0
hsa-miR-4717-3p	0	0	0	0	2	1	0	0	0	2	0	1	0	6	0	0	0	1	0	1	1	0
hsa-miR-495-3p	1106	715	1253	708	2192	1205	1217	989	2164	981	1209	1243	0	0	5	2	2	2	2	0	6	5
hsa-miR-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
hsa-miR-369-3p	3460	3119	5854	4090	9508	4633	6052	5691	6387	4083	4244	5123	0	0	28	29	9	4	3	2	10	25
hsa-miR-4777-5p	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	1	1	0	2	0	1
hsa-miR-5708	0	2	0	4	0	0	0	3	0	5	0	0	4	0	1	6	3	10	8	1	0	0
hsa-miR-338-5p	228	260	342	241	815	386	475	425	1514	1315	430	567	186	590	589	630	364	415	1234	636	1050	1122
hsa-miR-433-3p	50	86	158	148	220	143	178	144	285	275	124	229	0	0	0	3	0	1	0	0	1	2
hsa-miR-493-5p	3147	4131	7902	6078	12348	6263	8592	7604	7360	6483	5702	7410	2	0	33	28	0	7	4	6	11	24
hsa-miR-942-3p	0	1	7	5	6	3	1	6	6	2	3	7	0	15	11	12	8	1	25	4	15	18
hsa-miR-4789-3p	1	3	4	0	1	0	5	1	9	5	1	5	0	2	0	0	0	7	3	1	1	0
hsa-miR-8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-379-3p	149	83	377	246	282	196	276	182	340	213	147	223	0	0	0	0	0	0	0	0	0	0
hsa-miR-3938	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	3	0	0	0
hsa-miR-873-5p	10	15	6	11	52	23	2	1	38	36	10	12	168	293	54	39	10	25	55	33	11	22
hsa-miR-891a-3p	0	5	1	0	0	1	0	1	1	4	1	0	0	5	0	2	3	0	6	0	6	0
hsa-miR-377-3p	667	411	990	372	845	577	716	706	1069	452	612	705	0	0	3	5	1	0	0	0	1	4
hsa-miR-4286	4116	1747	3249	1291	5136	3194	3499	1848	5075	2167	1241	1698	809	2077	1278	1441	584	428	1918	586	2516	1485
hsa-miR-140-3p	2955	4083	6542	4698	6915	4281	6335	5402	8387	6835	4319	5324	559	1302	954	1264	590	732	1553	807	1556	2276
hsa-miR-1260b	1239	451	1115	410	857	607	1566	671	911	397	341	344	414	868	520	740	236	164	1424	474	1864	655
hsa-miR-197-3p	570	579	724	476	1302	619	783	486	1307	810	696	692	211	355	483	350	204	191	549	443	1037	676
hsa-miR-1224-3p	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-2-3p	1841	2500	5142	4300	5926	3301	3787	2940	5305	6618	3647	3947	383	994	1742	2044	592	829	1157	642	2400	2583
hsa-miR-6790-3p	6	10	31	11	29	17	18	20	45	39	19	16	2	15	13	15	23	49	21	23	19	96
hsa-miR-6791-5p	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-3p	682	1148	1769	1533	2632	1286	1724	1496	1522	1413	1320	1497	0	0	2	1	4	4	1	1	1	1
hsa-miR-23a-3p	391646	518114	995456	905097	1222383	847509	1020539	783744	1428337	1719122	888452	1084440	27793	65055	116519	148952	73173	87009	106973	59907	324826	348550
hsa-miR-7977	5508	3960	8735	3224	8762	11085	11352	6272	7744	5987	4425	5147	2640	6960	4827	4682	2941	2668	19791	2867	13417	4447
hsa-miR-1260a	17546	8156	17654	6897	19755	17726	24483	10670	21479	10909	7815	9652	3752	7704	4581	5173	2005	1577	15080	3187	21097	7067
hsa-miR-6822-5p	0	0	1	0	0	1	1	0	2	0	1	3	0	0	0	0	2	6	1	0	0	0
hsa-miR-1306-5p	58	77	86	68	176	85	101	65	113	160	85	102	37	36	33	36	24	14	80	44	131	53
hsa-miR-499b-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1255b-2-3p	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	5	4	0	0	0
hsa-miR-1295b-5p	0	4	0	0	0	0	5	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4468	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-4523	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-548d-3p	1	7	4	2	3	6	7	4	7	6	1	2	0	0	7	4	2	3	5	0	5	8
hsa-miR-1224-5p	2	1	0	0	1	1	3	5	1	10	3	2	0	1	3	5	1	3	3	3	1	0
hsa-miR-4508	29	9	4	10	62	24	39	35	28	20	48	51	30	50	29	49	24	65	15	26	6	19
hsa-miR-3162-3p	0	1	1	0	0	3	3	6	8	9	2	1	3	3	4	4	3	1	4	4	1	59
hsa-miR-6872-3p	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-494-3p	7364	8663	20387	14345	23513	11797	16502	14262	15177	14487	9971	13112	3	1	40	45	2	30	8	4	23	40
hsa-miR-6865-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4731-3p	3	8	8	6	1	8	10	15	27	10	7	7	0	0	0	2	0	1	1	0	7	3
hsa-miR-5100	191	255	193	211	312	502	454	345	415	345	181	236	143	194	192	263	59	126	430	112	633	75
hsa-miR-6862-3p	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-711	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	2	0	0	0
hsa-miR-3157-5p	7	11	27	13	19	11	9	11	19	24	25	7	7	7	14	16	11	10	19	7	38	43
hsa-miR-3667-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4324	3	0	0	0	0	0	4	1	3	1	0	0	0	0	1	2	0	0	0	1	1	0
hsa-miR-4725-5p	0	0	4	0	0	0	0	0	2	0	2	0	0	5	0	0	0	0	3	0	3	0
hsa-miR-6771-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-5p	9965	16164	32545	26323	49806	26294	26554	21972	72544	59174	31757	41135	4246	10554	6707	8140	3756	4952	12987	7455	14183	18094
hsa-miR-5009-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
hsa-miR-5684	18	9	11	11	8	8	22	19	16	14	33	17	16	23	24	39	18	17	33	21	13	4
hsa-miR-181c-3p	375	609	1422	859	2131	1310	900	799	2471	2732	1290	1661	39	105	42	54	57	40	62	47	62	114
hsa-miR-10b-5p	10683	14530	24866	15448	25371	15932	23333	20820	15916	15179	18788	24365	5815	15687	13470	20236	5745	7529	5188	3380	25280	27391
hsa-miR-6813-3p	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3620-3p	0	2	0	3	0	0	1	0	2	0	0	0	0	2	0	0	0	0	2	4	1	2
hsa-miR-504-5p	0	1	0	0	0	2	0	0	5	2	0	2	0	0	0	0	0	0	3	0	0	0
hsa-miR-4780	3	4	6	8	1	1	7	4	3	3	4	5	3	0	1	0	0	1	3	1	7	0
hsa-miR-6846-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-506-3p	1080	1572	5038	2910	4467	3509	5410	4307	7838	7422	4819	6547	1923	5356	5337	10317	4036	6405	13668	10254	10953	20480
hsa-miR-4485-3p	221	540	664	418	453	767	391	930	1412	2794	562	514	238	632	469	632	991	1847	5981	1040	2868	1448
hsa-miR-4284	43	29	18	24	52	50	26	90	154	194	53	62	85	178	190	412	318	483	1044	371	452	109
hsa-miR-6746-5p	0	1	2	1	2	6	0	1	2	5	4	4	0	1	0	1	0	0	5	2	2	10
hsa-miR-6767-5p	3	0	0	0	1	0	0	0	5	3	1	0	0	0	0	1	0	3	2	0	1	2
hsa-miR-619-5p	52	55	78	51	140	75	75	215	175	278	154	105	139	387	82	465	292	618	1253	182	276	116
hsa-miR-3610	0	0	1	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2	0	2	0	0
hsa-miR-6850-3p	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	4	1	0	4	0	1	1
hsa-miR-7108-3p	1	1	0	1	0	2	0	0	5	0	1	3	2	4	2	4	0	0	2	2	0	18
hsa-miR-1908-3p	65	48	11	18	99	23	57	55	109	78	60	50	0	1	3	3	0	1	2	4	2	6
hsa-miR-4669	0	0	0	1	0	0	2	1	1	2	0	0	0	0	0	0	0	2	1	1	0	0
hsa-miR-4497	398	557	490	582	1593	928	920	1160	2086	1816	970	1254	480	1015	608	701	227	796	472	808	190	230
hsa-miR-5587-3p	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-3178	357	306	692	818	1791	1045	1148	1353	1390	1033	3208	1969	2852	2103	3307	3865	2215	3206	746	1649	157	1026
hsa-miR-634	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
hsa-miR-6719-3p	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	4	0	0	1	0
hsa-miR-6792-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
hsa-miR-770-5p	21	15	34	32	43	19	31	25	21	22	19	16	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-3p	0	0	0	0	0	0	2	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0
hsa-miR-4275	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-5587-5p	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
hsa-miR-514b-3p	26	28	55	46	87	101	131	84	247	231	75	186	55	87	100	170	42	72	159	95	296	231
hsa-miR-339-5p	393	312	448	286	702	375	410	404	888	577	377	418	117	346	256	329	252	194	344	161	620	586
hsa-miR-3156-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-10401-3p	4	3	2	4	12	0	10	3	2	1	3	13	3	4	8	0	0	6	7	13	9	0
hsa-miR-3682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
hsa-miR-6820-3p	233	163	310	172	380	400	466	314	727	402	152	217	37	105	160	145	71	70	353	132	313	258
hsa-miR-524-5p	0	0	1	0	0	0	0	0	0	1	4	0	0	2	0	0	0	2	1	0	0	1
hsa-miR-5571-5p	1	0	0	0	2	1	0	0	5	1	0	0	0	0	0	0	0	2	6	2	0	0
hsa-miR-3926	3	0	0	0	0	0	0	0	0	3	0	2	0	1	0	1	2	3	0	0	0	1
hsa-miR-589-3p	19	21	32	32	29	15	28	14	25	47	18	24	20	50	81	63	16	35	39	32	104	200
hsa-miR-4698	0	0	0	0	0	0	0	3	0	0	1	0	1	2	0	1	1	1	7	0	3	2
hsa-miR-577	70	100	726	327	178	165	132	124	127	56	124	131	27	101	161	314	122	109	188	136	183	319
hsa-miR-548e-3p	4	10	5	6	12	12	14	10	12	3	7	10	2	6	6	11	9	3	9	4	9	11
hsa-miR-520d-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
hsa-miR-588	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1
hsa-miR-4742-5p	1	0	10	3	12	10	0	3	10	8	7	4	3	4	2	8	0	3	13	10	10	9
hsa-miR-562	0	0	0	0	0	0	0	5	1	1	0	2	2	1	0	3	0	1	6	3	0	0
hsa-let-7b-3p	418	305	754	401	941	497	660	511	835	653	548	528	11	36	47	48	11	14	74	52	39	28
hsa-miR-196a-1-3p	5	0	23	4	22	3	1	2	28	1	6	9	2	0	0	0	0	0	0	1	0	0
hsa-miR-1285-3p	24	44	138	106	121	85	79	98	127	153	102	90	70	179	58	133	59	133	290	124	200	257
hsa-miR-374c-5p	0	0	2	3	10	1	6	3	9	5	2	3	0	0	1	2	0	2	0	0	0	0
hsa-let-7f-1-3p	129	75	316	137	187	170	178	129	324	205	181	196	11	43	47	78	32	43	71	28	121	107
hsa-miR-381-3p	751	1148	1745	1133	2114	1281	1734	1512	1671	1484	1180	1569	0	0	2	6	0	1	4	0	8	0
hsa-miR-8066	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4263	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	2	2	0	0
hsa-miR-936	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	2	5	0	0	0
hsa-miR-4422	7	6	10	6	7	2	4	6	4	3	1	7	0	10	8	1	6	4	3	2	14	7
hsa-miR-106a-3p	85	84	122	70	92	58	132	106	115	34	67	69	5	19	20	28	7	5	27	8	38	42
hsa-miR-29b-3p	1210	1478	1868	1017	1456	1454	2304	2021	2544	1224	1214	1552	1114	3283	2429	4556	1809	1781	7033	3134	4757	5246
hsa-miR-329-3p	250	167	305	168	359	238	281	195	444	175	259	250	0	0	0	0	0	0	3	0	0	1
hsa-miR-510-5p	273	404	645	483	1204	720	1082	1031	1654	1622	972	1257	268	667	705	1075	475	538	1019	645	1538	2052
hsa-miR-4672	0	0	2	2	0	2	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-3681-3p	2	1	0	0	2	2	2	1	2	2	0	0	0	0	0	1	8	4	2	1	0	0
hsa-miR-15b-5p	18210	24261	74902	65236	70863	55602	48950	31912	54624	73430	51084	62880	17931	29530	40684	44241	21815	24234	58875	30729	111925	84691
hsa-miR-1197	28	15	31	21	52	27	28	13	25	12	19	22	0	0	0	0	0	0	0	0	0	0
hsa-miR-3941	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0
hsa-miR-600	0	0	0	0	0	0	0	0	0	2	0	1	0	0	6	0	0	1	0	0	0	2
hsa-miR-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-15a-5p	11611	13703	30858	19167	26498	17262	21449	19284	38987	32574	18294	24357	2815	7020	4790	6424	4059	4137	10704	5630	9902	13487
hsa-miR-642a-3p	20	32	49	44	24	17	48	47	26	33	20	33	1	2	31	40	13	5	14	2	3	8
hsa-miR-154-3p	483	421	1179	972	1492	844	1303	1193	983	798	523	822	0	0	4	3	3	1	1	0	1	8
hsa-miR-3186-3p	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
hsa-miR-12120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99a-5p	15215	20283	53708	32039	32923	13144	52805	46379	25539	24346	19621	24758	4400	11542	11422	13170	7928	11117	12046	11951	7977	10382
hsa-miR-4278	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4793-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
hsa-miR-617	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4705	0	0	1	0	0	0	2	0	0	1	1	1	4	1	0	0	0	0	2	0	3	3
hsa-miR-3680-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-6816-3p	0	0	0	0	2	0	0	3	2	3	0	0	1	1	2	3	0	1	5	2	3	1
hsa-miR-22-3p	21560	22341	24885	19609	26191	18902	43552	31048	47063	31364	16953	22842	4022	9122	5556	8467	3438	4398	21948	12388	15603	9021
hsa-miR-10a-5p	7859	11389	28471	18211	28905	16770	20960	19541	38684	34142	19860	26073	2354	6230	5236	7070	3814	4419	10001	6291	11130	12499
hsa-miR-505-3p	241	211	443	280	526	324	296	218	707	420	382	380	52	113	131	229	51	68	182	99	335	310
hsa-miR-141-3p	4	10	29	14	38	12	16	11	28	24	7	31	38	125	28	41	14	37	171	89	18	64
